Date,High,Low,Open,Close,Volume,Adj Close
2017-01-03,74.55999755859375,73.54000091552734,74.0,74.16999816894531,2019800.0,71.8952865600586
2017-01-04,74.94999694824219,74.20999908447266,74.37999725341797,74.37000274658203,1948400.0,72.08916473388672
2017-01-05,74.44000244140625,73.80000305175781,74.18000030517578,74.02999877929688,1741800.0,71.75958251953125
2017-01-06,74.45999908447266,73.4800033569336,73.68000030517578,74.1500015258789,1614700.0,71.87590789794922
2017-01-09,74.05000305175781,73.04000091552734,73.94999694824219,73.08999633789062,1801900.0,70.84840393066406
2017-01-10,74.30000305175781,73.26000213623047,73.27999877929688,73.75,2350000.0,71.4881591796875
2017-01-11,74.26000213623047,73.58999633789062,73.94000244140625,73.94000244140625,1738500.0,71.67234802246094
2017-01-12,73.79000091552734,73.12999725341797,73.55999755859375,73.68000030517578,1110500.0,71.42032623291016
2017-01-13,74.3499984741211,73.80000305175781,73.91000366210938,73.88999938964844,1220200.0,71.62387084960938
2017-01-17,73.88999938964844,73.38999938964844,73.61000061035156,73.8499984741211,1180000.0,71.58511352539062
2017-01-18,74.83000183105469,73.91999816894531,74.0,74.5199966430664,1795800.0,72.23455047607422
2017-01-19,74.77999877929688,73.9000015258789,74.66000366210938,74.22000122070312,1282100.0,71.94377136230469
2017-01-20,74.95999908447266,74.37000274658203,74.37000274658203,74.54000091552734,1528400.0,72.25394439697266
2017-01-23,74.6500015258789,73.95999908447266,74.58999633789062,74.1500015258789,1232700.0,71.87590789794922
2017-01-24,74.66000366210938,73.97000122070312,74.23999786376953,74.47000122070312,1075500.0,72.18609619140625
2017-01-25,75.52999877929688,74.73999786376953,74.7699966430664,75.38999938964844,1769100.0,73.077880859375
2017-01-26,75.8499984741211,75.20999908447266,75.41999816894531,75.80999755859375,1574900.0,73.48499298095703
2017-01-27,75.80999755859375,75.22000122070312,75.29000091552734,75.58999633789062,1275500.0,73.27174377441406
2017-01-30,75.66999816894531,75.12999725341797,75.48999786376953,75.61000061035156,1748100.0,73.29112243652344
2017-01-31,75.58000183105469,74.73999786376953,75.2699966430664,75.20999908447266,2041900.0,72.90339660644531
2017-02-01,75.97000122070312,75.0,75.56999969482422,75.23999786376953,2411700.0,72.9324722290039
2017-02-02,78.12000274658203,76.37999725341797,76.73999786376953,77.4000015258789,3883200.0,75.0262222290039
2017-02-03,78.0,77.29000091552734,77.91999816894531,77.4800033569336,2109700.0,75.10377502441406
2017-02-06,78.22000122070312,76.97000122070312,77.43000030517578,78.08000183105469,2348300.0,75.68539428710938
2017-02-07,78.68000030517578,78.06999969482422,78.5,78.12000274658203,1764900.0,75.72415161132812
2017-02-08,78.19000244140625,77.80000305175781,78.0999984741211,77.98999786376953,1496600.0,75.59814453125
2017-02-09,78.38999938964844,77.7300033569336,77.98999786376953,78.3499984741211,1912700.0,75.94709777832031
2017-02-10,79.30999755859375,78.12999725341797,78.55000305175781,78.87999725341797,1636700.0,76.4608383178711
